unique_id,sia_sample_id,sample_year,stream_name,site_id,sample_hitch,compartment,resource,taxon_code,length_mm,d13C,d13C_scl,d15N,d15N_scl,CN
2017-LR04-CKC-110,FH2183,2017,Laramie,LR04,H3,fish,fish,CKC,135,-28.9338893,0.250007862,10.65681,0.666731466,3.489508159
2016-LR04-CKC-71,2016_F226,2016,Laramie,LR04,H3,fish,fish,CKC,167,-28.1180147,0.293201793,10.467621,0.656163458,3.446823845
2016-LR04-CKC-65,2016_F227,2016,Laramie,LR04,H3,fish,fish,CKC,168,-28.5381596,0.270958534,11.039192,0.688091142,3.44815691
2017-LR04-CKC-116,FH2181,2017,Laramie,LR04,H3,fish,fish,CKC,173,-28.5229001,0.271766401,11.026179,0.687364242,3.439311303
2016-LR04-CKC-04,2016_F228,2016,Laramie,LR04,H3,fish,fish,CKC,137,-28.2828173,0.284476834,10.294448,0.646490097,3.446383335
2017-LR04-CKC-112,FH2182,2017,Laramie,LR04,H3,fish,fish,CKC,154,-28.2563675,0.285877136,10.267421,0.644980381,3.442115993
2016-LR04-CKC-66,2016_F325,2016,Laramie,LR04,H3,fish,fish,CKC,119,-28.6716784,0.263889799,9.3185817,0.59197867,3.700704905
2016-LR04-CKC-67,2016_F327,2016,Laramie,LR04,H3,fish,fish,CKC,94,-28.0492488,0.296842389,8.8945393,0.568291863,3.479860469
2016-LR04-CKC-70,2016_F330,2016,Laramie,LR04,H3,fish,fish,CKC,75,-29.5069648,0.21966817,8.9575456,0.571811365,3.746434098
2016-LR04-CKC-72,2016_F333,2016,Laramie,LR04,H3,fish,fish,CKC,134,-29.2113864,0.235316645,9.091559,0.57929729,3.525018338
2016-LR04-CKC-73,2016_F335,2016,Laramie,LR04,H3,fish,fish,CKC,126,-28.562728,0.269657837,8.9945493,0.573878374,3.308683569
2016-LR04-CKC-74,2016_F337,2016,Laramie,LR04,H3,fish,fish,CKC,NA,-28.6061064,0.267361303,8.8155314,0.563878519,3.524461603
2016-LR04-CKC-69,2016_F241,2016,Laramie,LR04,H3,fish,fish,CKC,86,-28.8438564,0.254774372,9.5204788,0.603256545,3.990049712
2016-LR04-CKC-15,2016_F114,2016,Laramie,LR04,H3,fish,fish,CKC,82,-24.97777262,0.459452098,8.8404527,0.565270611,4.046589897
2016-LR04-CKC-17,2016_F117,2016,Laramie,LR04,H3,fish,fish,CKC,100,-25.03047103,0.456662146,9.149051,0.582508765,4.196884821
2016-LR04-CKC-68,FH966,2016,Laramie,LR04,H3,fish,fish,CKC,83,-26.2374956,0.392760001,8.9343305,0.57051458,3.816106391
2017-LR04-CKC-05,F-17-325,2017,Laramie,LR04,H3,fish,fish,CKC,150,-27.6075352,0.320227535,10.444848,0.654891369,3.618225374
2017-LR04-CKC-06,F-17-326,2017,Laramie,LR04,H3,fish,fish,CKC,165,-27.4439973,0.328885538,9.661418,0.611129342,3.11528258
2017-LR04-CKC-07,F-17-327,2017,Laramie,LR04,H3,fish,fish,CKC,125,-28.486426,0.273697408,9.708324,0.613749489,3.443916158
2017-LR04-CKC-08,F-17-328,2017,Laramie,LR04,H3,fish,fish,CKC,140,-28.1904525,0.2893668,9.92988,0.626125502,3.456464212
2017-LR04-CKC-09,F-17-329,2017,Laramie,LR04,H3,fish,fish,CKC,145,-29.0653301,0.243049139,9.577586,0.606446526,3.464719575
2017-LR04-CKC-10,F-17-330,2017,Laramie,LR04,H3,fish,fish,CKC,135,-28.3539904,0.280708797,9.371,0.594906731,3.470787615
2017-LR04-CKC-11,F-17-331,2017,Laramie,LR04,H3,fish,fish,CKC,140,-27.723918,0.314066012,10.135468,0.63760955,3.284860207
2017-LR04-CKC-13,F-17-332,2017,Laramie,LR04,H3,fish,fish,CKC,89,-27.9436407,0.30243348,9.92988,0.626125502,3.530674788
2017-LR04-CKC-18,F-17-333,2017,Laramie,LR04,H3,fish,fish,CKC,94,-28.6178583,0.266739136,9.44086,0.598809077,3.632550736
2017-LR04-CKC-21,F-17-334,2017,Laramie,LR04,H3,fish,fish,CKC,88,-28.1412908,0.291969513,9.888962,0.623839842,3.509664534
2017-LR04-CKC-22,F-17-335,2017,Laramie,LR04,H3,fish,fish,CKC,113,-28.0881159,0.294784692,9.476788,0.600815998,3.378288633
d-383,NA,2013,Laramie,LR04,H3,fish,fish,CKC,85,-27.6,0.320626463,8.9,0.568596895,3.3
d-512,NA,2013,Laramie,LR04,H3,fish,fish,CKC,NA,-27.1,0.347097401,12.1,0.747347372,3.3
d-380,NA,2013,Laramie,LR04,H3,fish,fish,CKC,82,-27,0.352391588,9,0.574182847,3.3
d-502,NA,2013,Laramie,LR04,H3,fish,fish,CKC,NA,-27,0.352391588,10.8,0.674729991,3.3
d-509,NA,2013,Laramie,LR04,H3,fish,fish,CKC,NA,-27,0.352391588,10.6,0.663558086,3.4
d-390,NA,2013,Laramie,LR04,H3,fish,fish,CKC,80,-26.9,0.357685776,9,0.574182847,3.3
d-510,NA,2013,Laramie,LR04,H3,fish,fish,CKC,NA,-26.8,0.362979963,12.3,0.758519277,3.4
d-494,NA,2013,Laramie,LR04,H3,fish,fish,CKC,NA,-26.7,0.368274151,11.2,0.697073801,3.3
d-495,NA,2013,Laramie,LR04,H3,fish,fish,CKC,NA,-26.7,0.368274151,11.2,0.697073801,3.4
d-499,NA,2013,Laramie,LR04,H3,fish,fish,CKC,NA,-26.7,0.368274151,12.4,0.764105229,3.3
d-500,NA,2013,Laramie,LR04,H3,fish,fish,CKC,NA,-26.7,0.368274151,11.7,0.725003563,3.4
d-504,NA,2013,Laramie,LR04,H3,fish,fish,CKC,NA,-26.7,0.368274151,11.5,0.713831658,3.4
d-508,NA,2013,Laramie,LR04,H3,fish,fish,CKC,NA,-26.4,0.384156713,10.9,0.680315943,3.3
d-498,NA,2013,Laramie,LR04,H3,fish,fish,CKC,NA,-26.1,0.400039276,11.4,0.708245705,3.3
d-503,NA,2013,Laramie,LR04,H3,fish,fish,CKC,NA,-26.1,0.400039276,11.2,0.697073801,3.3
d-511,NA,2013,Laramie,LR04,H3,fish,fish,CKC,NA,-26.1,0.400039276,12.8,0.786449039,3.4
d-496,NA,2013,Laramie,LR04,H3,fish,fish,CKC,NA,-26,0.405333464,12,0.74176142,3.3
d-501,NA,2013,Laramie,LR04,H3,fish,fish,CKC,NA,-26,0.405333464,12.4,0.764105229,3.4
d-497,NA,2013,Laramie,LR04,H3,fish,fish,CKC,NA,-25.8,0.415921839,11.6,0.71941761,3.3
d-505,NA,2013,Laramie,LR04,H3,fish,fish,CKC,NA,-25.6,0.426510214,11.8,0.730589515,3.4
d-506,NA,2013,Laramie,LR04,H3,fish,fish,CKC,NA,-25.6,0.426510214,11.9,0.736175467,3.4
d-507,NA,2013,Laramie,LR04,H3,fish,fish,CKC,NA,-24.6,0.479452089,12.9,0.792034992,3.3
d-871,NA,2016,Laramie,LR04,H3,fish,fish,CKC,NA,-28.2,0.288861338,9.7,0.613284514,3.3
d-867,NA,2016,Laramie,LR04,H3,fish,fish,CKC,NA,-27.8,0.310038088,9,0.574182847,3.3
d-875,NA,2016,Laramie,LR04,H3,fish,fish,CKC,NA,-27.7,0.315332275,9.3,0.590940705,3.3
d-884,NA,2016,Laramie,LR04,H3,fish,fish,CKC,NA,-27.6,0.320626463,9.1,0.5797688,3.3
d-880,NA,2016,Laramie,LR04,H3,fish,fish,CKC,NA,-27.5,0.32592065,9.4,0.596526657,3.3
d-864,NA,2016,Laramie,LR04,H3,fish,fish,CKC,NA,-27.4,0.331214838,9.6,0.607698562,3.4
d-868,NA,2017,Laramie,LR04,H3,fish,fish,CKC,NA,-27.4,0.331214838,8.5,0.546253085,3.6
d-872,NA,2016,Laramie,LR04,H3,fish,fish,CKC,NA,-27.4,0.331214838,9,0.574182847,3.4
d-878,NA,2017,Laramie,LR04,H3,fish,fish,CKC,NA,-27.4,0.331214838,9.5,0.602112609,3.3
d-883,NA,2016,Laramie,LR04,H3,fish,fish,CKC,NA,-27.4,0.331214838,8.9,0.568596895,3.2
d-869,NA,2016,Laramie,LR04,H3,fish,fish,CKC,NA,-27.2,0.341803213,9.8,0.618870467,3.3
d-865,NA,2017,Laramie,LR04,H3,fish,fish,CKC,NA,-27.1,0.347097401,9.3,0.590940705,3.3
d-870,NA,2016,Laramie,LR04,H3,fish,fish,CKC,NA,-27.1,0.347097401,9.4,0.596526657,3.3
d-882,NA,2016,Laramie,LR04,H3,fish,fish,CKC,NA,-27.1,0.347097401,9.4,0.596526657,3.2
d-885,NA,2017,Laramie,LR04,H3,fish,fish,CKC,NA,-27.1,0.347097401,9.5,0.602112609,3.3
d-873,NA,2016,Laramie,LR04,H3,fish,fish,CKC,NA,-27,0.352391588,9.3,0.590940705,3.3
d-877,NA,2016,Laramie,LR04,H3,fish,fish,CKC,NA,-27,0.352391588,9.9,0.624456419,3.3
d-876,NA,2017,Laramie,LR04,H3,fish,fish,CKC,NA,-26.7,0.368274151,9.7,0.613284514,3.3
d-866,NA,2017,Laramie,LR04,H3,fish,fish,CKC,NA,-26.6,0.373568338,9.7,0.613284514,3.3
d-881,NA,2017,Laramie,LR04,H3,fish,fish,CKC,NA,-26.6,0.373568338,9.3,0.590940705,3.3
d-874,NA,2017,Laramie,LR04,H3,fish,fish,CKC,NA,-26.5,0.378862526,9.1,0.5797688,3.3
d-879,NA,2017,Laramie,LR04,H3,fish,fish,CKC,NA,-26.5,0.378862526,9,0.574182847,3.3
d-647,NA,2013,Laramie,LR04,H3,fish,fish,CRP-yoy,NA,-27.5,0.32592065,9.8,0.618870467,3.4
d-653,NA,2013,Laramie,LR04,H3,fish,fish,CRP-yoy,NA,-27,0.352391588,10.6,0.663558086,3.3
d-648,NA,2013,Laramie,LR04,H3,fish,fish,CRP-yoy,NA,-26.6,0.373568338,9.8,0.618870467,3.4
d-649,NA,2013,Laramie,LR04,H3,fish,fish,CRP-yoy,NA,-26.6,0.373568338,8.7,0.55742499,3.5
d-651,NA,2013,Laramie,LR04,H3,fish,fish,CRP-yoy,NA,-26.4,0.384156713,10,0.630042372,3.4
d-650,NA,2013,Laramie,LR04,H3,fish,fish,CRP-yoy,NA,-26.3,0.389450901,10.2,0.641214276,3.3
d-652,NA,2013,Laramie,LR04,H3,fish,fish,CRP-yoy,NA,-26.3,0.389450901,11.4,0.708245705,3.4
d-654,NA,2013,Laramie,LR04,H3,fish,fish,CRP-yoy,NA,-26.2,0.394745089,11.6,0.71941761,3.5
2016-LR04-CSH-31,2016_F118,2016,Laramie,LR04,H3,fish,fish,CSH,101,-27.2488315,0.339217982,9.057184,0.577377118,3.527357032
2016-LR04-CSH-32,FH2067,2016,Laramie,LR04,H3,fish,fish,CSH,NA,-28.1,0.294155525,9.2,0.585354752,3.4
2016-LR04-CSH-33,FH2068,2016,Laramie,LR04,H3,fish,fish,CSH,NA,-27.9,0.3047439,9.3,0.590940705,3.4
2016-LR04-CSH-34,FH2069,2016,Laramie,LR04,H3,fish,fish,CSH,NA,-27.8,0.310038088,8.8,0.563010943,3.3
2016-LR04-CSH-35,FH2070,2016,Laramie,LR04,H3,fish,fish,CSH,NA,-27.7,0.315332275,8.9,0.568596895,3.4
2016-LR04-CSH-36,FH2071,2016,Laramie,LR04,H3,fish,fish,CSH,NA,-27.6,0.320626463,9.3,0.590940705,3.3
2016-LR04-CSH-37,FH2072,2016,Laramie,LR04,H3,fish,fish,CSH,NA,-27.6,0.320626463,9.8,0.618870467,3.3
2017-LR04-CSH-42,F-17-336,2017,Laramie,LR04,H3,fish,fish,CSH,101,-28.4593369,0.275131556,9.253236,0.58832849,3.411378448
2017-LR04-CSH-43,F-17-337,2017,Laramie,LR04,H3,fish,fish,CSH,104,-28.4974623,0.273113126,10.027684,0.631588787,3.370101134
2017-LR04-CSH-44,F-17-338,2017,Laramie,LR04,H3,fish,fish,CSH,105,-28.4442874,0.275928305,9.318106,0.591952097,3.329107927
2017-LR04-CSH-45,F-17-339,2017,Laramie,LR04,H3,fish,fish,CSH,84,-27.543324,0.323626997,9.197348,0.585206613,3.403737423
2017-LR04-CSH-46,F-17-340,2017,Laramie,LR04,H3,fish,fish,CSH,75,-28.2968023,0.283736442,9.832076,0.620662217,3.366726246
2017-LR04-CSH-48,F-17-341,2017,Laramie,LR04,H3,fish,fish,CSH,49,-27.3747696,0.332550583,9.684372,0.612411542,3.387421242
2017-LR04-CSH-137,FH2184,2017,Laramie,LR04,H3,fish,fish,CSH,172,-27.013,0.351703344,10.136,0.637639267,3.223
2017-LR04-CSH-138,FH2185,2017,Laramie,LR04,H3,fish,fish,CSH,99,-26.967,0.35413867,9.967,0.628199007,3.144
2017-LR04-CSH-139,FH2186,2017,Laramie,LR04,H3,fish,fish,CSH,97,-27.539,0.323855917,8.794,0.562675785,3.718
d-602,NA,2013,Laramie,LR04,H3,fish,fish,CSH,NA,-28.1,0.294155525,9.2,0.585354752,3.4
d-599,NA,2013,Laramie,LR04,H3,fish,fish,CSH,NA,-27.9,0.3047439,9.3,0.590940705,3.4
d-593,NA,2013,Laramie,LR04,H3,fish,fish,CSH,NA,-27.8,0.310038088,8.8,0.563010943,3.3
d-604,NA,2013,Laramie,LR04,H3,fish,fish,CSH,NA,-27.7,0.315332275,8.9,0.568596895,3.4
d-591,NA,2013,Laramie,LR04,H3,fish,fish,CSH,NA,-27.6,0.320626463,9.3,0.590940705,3.3
d-594,NA,2013,Laramie,LR04,H3,fish,fish,CSH,NA,-27.6,0.320626463,9.8,0.618870467,3.3
d-608,NA,2013,Laramie,LR04,H3,fish,fish,CSH,NA,-27.6,0.320626463,8.8,0.563010943,3.3
d-104,NA,2013,Laramie,LR04,H3,fish,fish,CSH,75,-27.5,0.32592065,8.7,0.55742499,3.4
d-609,NA,2013,Laramie,LR04,H3,fish,fish,CSH,NA,-27.5,0.32592065,9.3,0.590940705,3.4
d-612,NA,2013,Laramie,LR04,H3,fish,fish,CSH,NA,-27.4,0.331214838,9.5,0.602112609,3.4
d-601,NA,2013,Laramie,LR04,H3,fish,fish,CSH,NA,-27.3,0.336509026,8.6,0.551839038,3.3
d-595,NA,2013,Laramie,LR04,H3,fish,fish,CSH,NA,-27.2,0.341803213,8.9,0.568596895,3.3
d-598,NA,2013,Laramie,LR04,H3,fish,fish,CSH,NA,-27.2,0.341803213,8.4,0.540667133,3.3
d-607,NA,2013,Laramie,LR04,H3,fish,fish,CSH,NA,-27.2,0.341803213,8.9,0.568596895,3.4
d-611,NA,2013,Laramie,LR04,H3,fish,fish,CSH,NA,-27.2,0.341803213,9.4,0.596526657,3.3
d-603,NA,2013,Laramie,LR04,H3,fish,fish,CSH,NA,-27.1,0.347097401,8.8,0.563010943,3.3
d-121,NA,2013,Laramie,LR04,H3,fish,fish,CSH,63,-27,0.352391588,9.1,0.5797688,3.4
d-596,NA,2013,Laramie,LR04,H3,fish,fish,CSH,NA,-27,0.352391588,9.6,0.607698562,3.3
d-597,NA,2013,Laramie,LR04,H3,fish,fish,CSH,NA,-27,0.352391588,8.7,0.55742499,3.3
d-600,NA,2013,Laramie,LR04,H3,fish,fish,CSH,NA,-27,0.352391588,8.7,0.55742499,3.4
d-122,NA,2013,Laramie,LR04,H3,fish,fish,CSH,62,-26.9,0.357685776,9.1,0.5797688,3.4
d-605,NA,2013,Laramie,LR04,H3,fish,fish,CSH,NA,-26.8,0.362979963,9.2,0.585354752,3.3
d-610,NA,2013,Laramie,LR04,H3,fish,fish,CSH,NA,-26.7,0.368274151,9,0.574182847,3.4
d-606,NA,2013,Laramie,LR04,H3,fish,fish,CSH,NA,-26.6,0.373568338,9.5,0.602112609,3.3
d-592,NA,2013,Laramie,LR04,H3,fish,fish,CSH,NA,-26.5,0.378862526,9.3,0.590940705,3.4
2016-LR04-FHM-104,FH924,2016,Laramie,LR04,H3,fish,fish,FHM,69,-30.158221,0.185189445,7.60693,0.49636662,3.504443799
2016-LR04-FHM-106,FH926,2016,Laramie,LR04,H3,fish,fish,FHM,47,-30.0522234,0.190801157,8.19475,0.529201966,3.690807961
2016-LR04-FHM-105,FH953,2016,Laramie,LR04,H3,fish,fish,FHM,57,-30.2795664,0.178765192,8.22404,0.530838091,3.652384428
d-706,NA,2013,Laramie,LR04,H3,fish,fish,FHM,NA,-33.1,0.029446148,9,0.574182847,3.5
d-105,NA,2013,Laramie,LR04,H3,fish,fish,FHM,55,-30.3,0.177683399,8.5,0.546253085,3.5
d-695,NA,2013,Laramie,LR04,H3,fish,fish,FHM,NA,-30,0.193565962,8.5,0.546253085,3.4
d-693,NA,2013,Laramie,LR04,H3,fish,fish,FHM,NA,-29.9,0.19886014900000001,9.3,0.590940705,3.3
d-108,NA,2013,Laramie,LR04,H3,fish,fish,FHM,69,-29.4,0.225331087,9.7,0.613284514,3.4
d-696,NA,2013,Laramie,LR04,H3,fish,fish,FHM,NA,-29.4,0.225331087,8.2,0.529495228,3.4
d-699,NA,2013,Laramie,LR04,H3,fish,fish,FHM,NA,-29.2,0.235919462,8.4,0.540667133,3.3
d-701,NA,2013,Laramie,LR04,H3,fish,fish,FHM,NA,-28.7,0.2623904,8.9,0.568596895,3.3
d-694,NA,2013,Laramie,LR04,H3,fish,fish,FHM,NA,-28.6,0.267684587,9,0.574182847,3.4
d-698,NA,2013,Laramie,LR04,H3,fish,fish,FHM,NA,-28.6,0.267684587,8.8,0.563010943,3.3
d-700,NA,2013,Laramie,LR04,H3,fish,fish,FHM,NA,-28.6,0.267684587,7.9,0.512737371,3.5
d-702,NA,2013,Laramie,LR04,H3,fish,fish,FHM,NA,-28.5,0.272978775,8.6,0.551839038,3.4
d-703,NA,2013,Laramie,LR04,H3,fish,fish,FHM,NA,-28.5,0.272978775,8.6,0.551839038,3.4
d-707,NA,2013,Laramie,LR04,H3,fish,fish,FHM,NA,-28.5,0.272978775,8.5,0.546253085,3.4
d-106,NA,2013,Laramie,LR04,H3,fish,fish,FHM,70,-28.3,0.28356715,7.8,0.507151418,3.4
d-697,NA,2013,Laramie,LR04,H3,fish,fish,FHM,NA,-28.1,0.294155525,8.5,0.546253085,3.5
d-704,NA,2013,Laramie,LR04,H3,fish,fish,FHM,NA,-27.7,0.315332275,8.7,0.55742499,3.4
d-705,NA,2013,Laramie,LR04,H3,fish,fish,FHM,NA,-27.6,0.320626463,8.1,0.523909276,3.4
2016-LR04-IOD-113,2016_F328,2016,Laramie,LR04,H3,fish,fish,IOD,50,-28.209648,0.288350554,9.3095808,0.591475884,3.584290508
2016-LR04-IOD-115,FH931,2016,Laramie,LR04,H3,fish,fish,IOD,39,-28.8261757,0.255710422,9.58047,0.606607625,3.571572299
2016-LR04-IOD-116,FH942,2016,Laramie,LR04,H3,fish,fish,IOD,45,-28.7613885,0.259140378,9.78651,0.618116922,3.566078844
2016-LR04-IOD-118,FH947,2016,Laramie,LR04,H3,fish,fish,IOD,44,-27.0769213,0.34831923,9.37544,0.595154747,3.716631434
2016-LR04-IOD-114,FH946,2016,Laramie,LR04,H3,fish,fish,IOD,46,-28.3200257,0.282506952,8.85832,0.56626867,3.751169483
2016-LR04-IOD-112,FH968,2016,Laramie,LR04,H3,fish,fish,IOD,42,-26.6132879,0.372864852,9.28858,0.590302789,3.555816717
2016-LR04-IOD-108,FH964,2016,Laramie,LR04,H3,fish,fish,IOD,45,-25.7052548,0.420937827,9.05325,0.577157367,3.443058396
2016-LR04-IOD-107,FH965,2016,Laramie,LR04,H3,fish,fish,IOD,42,-25.7133532,0.420509083,9.49462,0.601812085,3.264622774
2016-LR04-IOD-111,FH944,2016,Laramie,LR04,H3,fish,fish,IOD,45,-28.4967428,0.273151217,8.8444475,0.565493759,3.509125697
2016-LR04-IOD-122,FH9411,2016,Laramie,LR04,H3,fish,fish,IOD,50,-26.1876932,0.395396634,9.6474023,0.610346432,3.461995315
2016-LR04-IOD-110,FH950,2016,Laramie,LR04,H3,fish,fish,IOD,51,-28.3584824,0.280470982,9.4147052,0.597348082,3.596283377
2016-LR04-IOD-119,FH967,2016,Laramie,LR04,H3,fish,fish,IOD,42,-26.0272304,0.403891835,9.4496597,0.599300624,3.499617662
2016-LR04-IOD-117,FH956,2016,Laramie,LR04,H3,fish,fish,IOD,44,-26.807342,0.362591264,9.7492697,0.616036696,3.532949638
2016-LR04-IOD-109,FH941,2016,Laramie,LR04,H3,fish,fish,IOD,49,-26.2181152,0.393786036,9.7799796,0.617752137,3.41567474
2016-LR04-IOD-120,FH9666,2016,Laramie,LR04,H3,fish,fish,IOD,51,-26.2172776,0.39383038,9.1181864,0.580784683,3.76980834
2016-LR04-IOD-121,FH9501,2016,Laramie,LR04,H3,fish,fish,IOD,52,-28.3840088,0.279119567,9.6297996,0.609363153,3.560772923
2017-LR04-IOD-183,F-17-346,2017,Laramie,LR04,H3,fish,fish,IOD,49,-29.098439,0.241296292,9.671398,0.61168682,3.905874777
d-732,NA,2013,Laramie,LR04,H3,fish,fish,IOD,NA,-28,0.299449713,9.3,0.590940705,3.3
d-731,NA,2013,Laramie,LR04,H3,fish,fish,IOD,NA,-27.9,0.3047439,9.7,0.613284514,3.3
d-235,NA,2013,Laramie,LR04,H3,fish,fish,IOD,48,-27.5,0.32592065,9.8,0.618870467,3.3
d-239,NA,2013,Laramie,LR04,H3,fish,fish,IOD,56,-27.3,0.336509026,10,0.630042372,3.3
d-729,NA,2013,Laramie,LR04,H3,fish,fish,IOD,NA,-27.2,0.341803213,9.9,0.624456419,3.5
d-730,NA,2013,Laramie,LR04,H3,fish,fish,IOD,NA,-26.6,0.373568338,8.9,0.568596895,3.4
2016-LR04-JDT-81,2016_F109,2016,Laramie,LR04,H3,fish,fish,JDT,55,-27.5135825,0.325201567,9.68668,0.612540465,3.296845987
2016-LR04-JDT-78,2016_F321,2016,Laramie,LR04,H3,fish,fish,JDT,51,-28.6061064,0.267361303,10.1656664,0.639296418,3.766167126
2016-LR04-JDT-80,2016_F323,2016,Laramie,LR04,H3,fish,fish,JDT,60,-28.3448272,0.281193914,10.331683,0.648570026,3.444308856
2016-LR04-JDT-79,2016_F331,2016,Laramie,LR04,H3,fish,fish,JDT,59,-28.5415432,0.2707794,10.0726571,0.634100963,3.699340775
2017-LR04-JDT-172,F-17-344,2017,Laramie,LR04,H3,fish,fish,JDT,54,-29.12637475,0.239817321,10.265208,0.644856764,5.201301568
2017-LR04-JDT-173,F-17-345,2017,Laramie,LR04,H3,fish,fish,JDT,60,-28.75867232,0.259284177,10.20932,0.641734887,4.561363065
2017-LR04-JDT-174,F-17-347,2017,Laramie,LR04,H3,fish,fish,JDT,51,-28.8809164,0.252812346,10.200338,0.641233157,4.961211057
2017-LR04-JDT-161,FH2187,2017,Laramie,LR04,H3,fish,fish,JDT,58,-27.436,0.32930893,10.432,0.654173686,3.628
2017-LR04-JDT-162,FH2188,2017,Laramie,LR04,H3,fish,fish,JDT,40,-27.369,0.332856036,10.368,0.650598676,3.481
2017-LR04-JDT-163,FH2189,2017,Laramie,LR04,H3,fish,fish,JDT,49,-27.394,0.331532489,10.518,0.658977605,3.648
2017-LR04-JDT-164,FH2190,2017,Laramie,LR04,H3,fish,fish,JDT,50,-26.807771,0.362568552,9.792,0.61842359,4.03187
2017-LR04-JDT-165,FH2191,2017,Laramie,LR04,H3,fish,fish,JDT,47,-29.013,0.245819593,9.964,0.628031429,3.331
d-726,NA,2013,Laramie,LR04,H3,fish,fish,JDT,NA,-27.9,0.3047439,10.2,0.641214276,3.3
d-714,NA,2013,Laramie,LR04,H3,fish,fish,JDT,NA,-27.7,0.315332275,10,0.630042372,3.3
d-709,NA,2013,Laramie,LR04,H3,fish,fish,JDT,NA,-27.6,0.320626463,9.9,0.624456419,3.3
d-710,NA,2013,Laramie,LR04,H3,fish,fish,JDT,NA,-27.6,0.320626463,10.1,0.635628324,3.3
d-713,NA,2013,Laramie,LR04,H3,fish,fish,JDT,NA,-27.6,0.320626463,10.7,0.669144038,3.3
d-718,NA,2013,Laramie,LR04,H3,fish,fish,JDT,NA,-27.6,0.320626463,10,0.630042372,3.5
d-724,NA,2013,Laramie,LR04,H3,fish,fish,JDT,NA,-27.6,0.320626463,9.7,0.613284514,3.3
d-233,NA,2013,Laramie,LR04,H3,fish,fish,JDT,60,-27.5,0.32592065,10.4,0.652386181,3.3
d-717,NA,2013,Laramie,LR04,H3,fish,fish,JDT,NA,-27.4,0.331214838,9.9,0.624456419,3.5
d-721,NA,2013,Laramie,LR04,H3,fish,fish,JDT,NA,-27.4,0.331214838,10.6,0.663558086,3.3
d-722,NA,2013,Laramie,LR04,H3,fish,fish,JDT,NA,-27.4,0.331214838,10.4,0.652386181,3.4
d-727,NA,2013,Laramie,LR04,H3,fish,fish,JDT,NA,-27.4,0.331214838,9.9,0.624456419,3.4
d-712,NA,2013,Laramie,LR04,H3,fish,fish,JDT,NA,-27.3,0.336509026,10.5,0.657972134,3.3
d-715,NA,2013,Laramie,LR04,H3,fish,fish,JDT,NA,-27.3,0.336509026,10.5,0.657972134,3.3
d-720,NA,2013,Laramie,LR04,H3,fish,fish,JDT,NA,-27.3,0.336509026,9.7,0.613284514,3.5
d-229,NA,2013,Laramie,LR04,H3,fish,fish,JDT,54,-27.2,0.341803213,9.9,0.624456419,3.3
d-719,NA,2013,Laramie,LR04,H3,fish,fish,JDT,NA,-27.2,0.341803213,10,0.630042372,3.3
d-723,NA,2013,Laramie,LR04,H3,fish,fish,JDT,NA,-27.2,0.341803213,10.1,0.635628324,3.4
d-728,NA,2013,Laramie,LR04,H3,fish,fish,JDT,NA,-27.1,0.347097401,10.5,0.657972134,3.3
d-711,NA,2013,Laramie,LR04,H3,fish,fish,JDT,NA,-26.9,0.357685776,10.6,0.663558086,3.5
d-725,NA,2013,Laramie,LR04,H3,fish,fish,JDT,NA,-26.7,0.368274151,10.4,0.652386181,3.3
d-716,NA,2013,Laramie,LR04,H3,fish,fish,JDT,NA,-26.6,0.373568338,10.5,0.657972134,3.3
2016-LR04-LND-33,2016_F061,2016,Laramie,LR04,H3,fish,fish,LND,45,-27.340787,0.334349685,8.3007896,0.535125287,3.682153068
2016-LR04-LND-39,2016_F238,2016,Laramie,LR04,H3,fish,fish,LND,70,-27.1281818,0.345605403,8.798954,0.562952513,3.885329507
2016-LR04-LND-40,2016_F239,2016,Laramie,LR04,H3,fish,fish,LND,74,-26.1790409,0.395854703,8.528684,0.54785536,3.876506844
2016-LR04-LND-41,2016_F240,2016,Laramie,LR04,H3,fish,fish,LND,69,-25.64149357,0.424313466,8.201357,0.529571029,4.201997392
2016-LR04-LND-42,2016_F329,2016,Laramie,LR04,H3,fish,fish,LND,76,-27.7819168,0.310995446,8.5675066,0.550023972,3.447709766
2017-LR04-LND-56,F-17-348,2017,Laramie,LR04,H3,fish,fish,LND,106,-29.4305313,0.223714703,8.423898,0.542002064,3.359860013
2017-LR04-LND-57,F-17-349,2017,Laramie,LR04,H3,fish,fish,LND,80,-28.17073652,0.290410601,8.53268,0.548078575,4.424753965
2017-LR04-LND-58,F-17-350,2017,Laramie,LR04,H3,fish,fish,LND,79,-29.2750198,0.231947773,8.80214,0.563130482,3.801732629
2017-LR04-LND-63,F-17-351,2017,Laramie,LR04,H3,fish,fish,LND,64,-29.0944258,0.241508758,8.606532,0.552203912,3.780277932
2017-LR04-LND-66,F-17-352,2017,Laramie,LR04,H3,fish,fish,LND,56,-29.439561,0.223236654,9.017708,0.575172008,3.921970985
d-582,NA,2013,Laramie,LR04,H3,fish,fish,LND,NA,-29.2,0.235919462,9,0.574182847,3.4
d-587,NA,2013,Laramie,LR04,H3,fish,fish,LND,NA,-29.2,0.235919462,9.4,0.596526657,3.4
d-574,NA,2013,Laramie,LR04,H3,fish,fish,LND,NA,-29.1,0.24121365,9.3,0.590940705,3.5
d-586,NA,2013,Laramie,LR04,H3,fish,fish,LND,NA,-29.1,0.24121365,8.9,0.568596895,3.4
